"state","points","price"
"california",92,40
"california",92,55
"california",92,58
"california",92,50
"oregon",92,38
"california",92,35
"oregon",92,26
"oregon",92,50
"california",92,65
"california",87,25
"california",87,16
"california",87,30
"california",87,17
"oregon",87,25
"oregon",87,30
"california",87,27
"california",87,15
"california",87,15
"oregon",87,27
"oregon",87,39
"california",87,20
"idaho",87,50
"california",87,25
"california",87,28
"washington",87,25
"new york",87,15
"new york",87,32
"california",87,52
"california",87,30
"oregon",87,17
"california",87,20
"california",87,30
"california",87,32
"california",87,30
"oregon",87,38
"oregon",87,45
"oregon",87,25
"california",87,27
"arizona",84,38
"virginia",84,30
"virginia",84,36
"california",84,42
"virginia",84,20
"virginia",84,18
"california",84,33
"california",84,75
"colorado",83,20
"california",87,65
"oregon",87,22
"california",87,15
"california",87,38
"california",87,23
"california",87,30
"oregon",87,24
"california",88,35
"california",88,14
"california",88,25
"california",88,35
"california",88,26
"california",88,32
"california",88,38
"washington",88,16
"new york",88,13
"california",88,35
"california",88,29
"california",88,39
"california",88,27
"california",88,25
"new york",88,15
"washington",88,22
"california",88,39
"california",88,42
"washington",88,15
"new york",88,28
"washington",88,32
"california",90,42
"california",90,25
"california",90,25
"california",90,65
"new york",90,25
"washington",90,33
"california",90,38
"california",90,38
"oregon",90,42
"california",90,45
"california",90,45
"california",90,30
"oregon",90,NA
"oregon",90,36
"california",90,42
"california",90,38
"california",86,30
"california",86,28
"california",86,30
"oregon",86,32
"california",86,22
"oregon",86,13
"california",86,26
"california",86,42
"california",86,34
"california",86,28
"oregon",85,18
"california",85,35
"oregon",87,18
"california",87,15
"california",87,49
"oregon",87,16
"california",87,15
"california",87,15
"oregon",87,27
"oregon",87,39
"california",87,28
"oregon",87,32
"oregon",87,22
"oregon",93,55
"oregon",93,45
"oregon",93,38
"california",93,40
"california",93,33
"oregon",93,85
"california",93,54
"california",93,65
"california",93,35
"california",93,78
"oregon",93,28
"california",93,75
"california",92,45
"california",92,30
"california",92,43
"oregon",92,18
"california",92,42
"california",92,18
"california",87,46
"new york",87,32
"california",87,20
"new york",87,15
"new york",87,21
"washington",87,35
"california",87,24
"washington",87,10
"california",87,20
"oregon",87,25
"oregon",87,30
"oregon",87,16
"california",87,15
"california",87,22
"california",87,39
"california",87,25
"california",87,35
"california",87,25
"california",87,45
"california",87,16
"california",87,16
"california",87,34
"california",87,29
"california",87,13
"oregon",87,24
"california",87,34
"california",87,16
"california",87,25
"virginia",83,38
"california",83,27
"oregon",83,15
"virginia",83,16
"virginia",83,38
"virginia",83,18
"virginia",83,33
"virginia",83,18
"virginia",83,20
"virginia",83,18
"virginia",83,26
"arizona",83,11
"virginia",82,38
"virginia",82,28
"california",90,26
"new york",89,18
"new york",89,13
"new york",89,21
"washington",89,26
"california",89,30
"new york",89,15
"california",89,17
"oregon",89,26
"california",89,35
"oregon",89,60
"washington",89,28
"california",88,25
"california",88,33
"california",88,24
"california",88,48
"california",88,28
"new york",88,18
"california",88,50
"california",88,25
"california",88,26
"california",88,39
"california",88,45
"california",88,25
"oregon",87,30
"california",87,13
"california",87,36
"california",87,15
"california",87,19
"california",87,10
"california",87,20
"oregon",87,36
"california",87,28
"california",87,32
"california",87,22
"california",85,50
"oregon",85,17
"california",85,32
"california",85,40
"california",85,13
"california",85,16
"california",85,18
"oregon",85,14
"california",85,10
"california",85,49
"california",85,31
"california",85,15
"california",85,19
"california",93,60
"california",92,39
"oregon",92,150
"california",92,45
"california",92,45
"california",92,32
"california",92,38
"oregon",92,55
"oregon",92,55
"oregon",92,60
"california",92,40
"california",92,45
"california",92,40
"california",92,64
"california",92,19
"oregon",92,45
"california",92,32
"california",92,48
"california",92,42
"california",92,53
"oregon",92,45
"california",92,65
"california",91,55
"california",87,75
"california",87,28
"california",87,20
"california",87,32
"new york",87,19
"california",87,38
"new york",87,16
"california",87,24
"california",87,40
"california",87,17
"oregon",89,60
"washington",89,28
"california",89,15
"california",89,48
"oregon",89,14
"california",89,34
"washington",89,25
"washington",89,50
"california",89,16
"oregon",87,35
"california",87,18
"california",87,38
"california",87,27
"oregon",87,40
"california",87,11
"california",87,18
"california",87,28
"oregon",87,40
"california",87,35
"california",87,7
"oregon",87,36
"california",87,55
"california",87,45
"california",87,40
"california",87,22
"california",87,18
"california",87,35
"california",87,60
"california",87,79
"california",87,30
"california",87,17
"california",87,27
"virginia",82,18
"california",82,35
"virginia",82,18
"virginia",82,18
"california",82,32
"arizona",82,19
"north carolina",82,30
"north carolina",81,18
"california",81,20
"north carolina",81,13
"virginia",81,14
"virginia",81,20
"virginia",81,15
"virginia",81,15
"virginia",81,18
"virginia",80,17
"washington",87,40
"california",87,18
"washington",87,14
"washington",87,14
"washington",87,10
"california",87,24
"california",87,40
"california",87,17
"california",87,18
"new york",87,45
"new york",88,19
"california",88,28
"washington",88,22
"california",88,30
"california",88,60
"washington",88,50
"washington",88,12
"california",88,25
"california",88,28
"california",88,20
"california",88,42
"california",88,25
"california",88,25
"california",88,32
"california",87,10
"california",87,30
"oregon",87,39
"california",85,10
"california",85,10
"california",85,55
"california",85,23
"oregon",85,28
"california",85,30
"california",85,75
"california",85,75
"oregon",85,20
"oregon",85,18
"california",85,30
"california",85,18
"california",92,30
"california",92,85
"california",92,30
"oregon",92,45
"california",92,27
"oregon",92,24
"california",92,45
"oregon",92,60
"oregon",92,50
"oregon",92,45
"oregon",92,20
"california",91,40
"california",91,50
"california",91,29
"california",91,64
"california",91,20
"california",91,20
"california",91,54
"california",91,29
"california",91,28
"california",91,60
"oregon",91,24
"oregon",91,50
"california",91,66
"california",91,56
"california",91,42
"california",91,20
"california",91,62
"oregon",91,50
"california",91,45
"california",91,32
"oregon",91,55
"oregon",91,30
"california",91,45
"oregon",91,35
"washington",89,60
"california",89,19
"washington",89,55
"california",89,22
"oregon",89,32
"california",89,15
"california",89,48
"california",89,13
"new york",89,22
"california",87,23
"oregon",87,48
"california",87,25
"california",87,25
"california",87,35
"california",87,19
"oregon",87,45
"oregon",87,17
"california",86,25
"oregon",86,20
"california",86,48
"california",86,75
"california",86,21
"california",86,22
"california",86,22
"california",86,23
"california",86,33
"california",95,65
"washington",95,65
"washington",94,37
"california",94,85
"washington",94,20
"washington",94,52
"washington",94,30
"washington",94,65
"idaho",86,19
"california",86,9
"california",86,35
"california",86,26
"california",86,82
"washington",86,36
"new york",86,40
"california",86,20
"california",86,50
"california",86,NA
"california",86,18
"california",86,46
"california",86,14
"california",86,40
"california",86,15
"california",88,65
"new york",88,13
"washington",88,24
"washington",88,22
"california",88,20
"california",88,150
"california",88,22
"new york",88,26
"california",88,20
"washington",88,18
"washington",88,42
"washington",88,22
"california",88,14
"california",87,40
"california",87,72
"california",87,14
"california",87,40
"california",87,13
"california",87,34
"california",87,28
"oregon",87,45
"california",87,15
"california",91,20
"california",91,20
"california",91,72
"oregon",91,55
"california",91,32
"california",91,25
"oregon",91,18
"oregon",91,48
"california",91,40
"oregon",91,35
"california",91,45
"california",91,46
"california",91,29
"california",85,10
"california",85,30
"california",85,18
"california",85,8
"oregon",85,40
"california",85,20
"oregon",85,32
"oregon",85,20
"california",89,26
"new york",89,25
"new york",89,16
"california",89,20
"washington",89,40
"new york",89,24
"california",89,40
"washington",89,25
"oregon",89,60
"california",89,45
"oregon",89,45
"california",89,42
"california",89,40
"washington",89,18
"oregon",89,38
"california",89,35
"california",92,125
"oregon",92,60
"oregon",92,19
"oregon",92,55
"california",92,95
"california",92,26
"oregon",92,52
"oregon",92,32
"oregon",92,30
"california",92,50
"oregon",92,60
"oregon",92,48
"california",92,44
"california",87,50
"oregon",87,30
"california",87,90
"oregon",87,28
"california",87,25
"oregon",87,36
"california",87,40
"california",87,10
"california",87,26
"california",88,25
"california",88,25
"california",88,32
"california",88,65
"california",88,50
"california",88,30
"california",88,55
"california",88,48
"california",88,25
"california",88,25
"oregon",86,45
"california",86,24
"california",86,30
"california",86,35
"california",86,15
"california",86,25
"california",86,12
"california",86,13
"california",86,55
"california",86,26
"california",86,55
"california",86,32
"california",86,60
"california",86,14
"washington",86,14
"california",86,20
"california",86,25
"california",86,44
"idaho",86,12
"california",86,25
"california",86,15
"california",86,26
"new york",86,50
"california",86,28
"california",86,40
"washington",86,25
"california",86,29
"washington",94,65
"washington",94,89
"washington",94,60
"california",94,55
"washington",94,22
"california",94,45
"california",94,38
"california",94,27
"washington",94,39
"california",94,45
"oregon",89,38
"california",89,35
"california",89,20
"new york",89,40
"california",89,24
"california",89,23
"new york",89,34
"washington",89,25
"california",89,35
"washington",89,65
"oregon",89,16
"california",89,16
"california",87,30
"oregon",87,19
"california",87,12
"california",87,35
"california",86,22
"california",86,14
"california",86,35
"california",86,23
"california",86,19
"california",86,36
"california",86,8
"california",86,14
"california",86,11
"california",86,25
"california",86,32
"oregon",86,31
"california",86,18
"california",91,15
"california",91,38
"california",91,35
"oregon",91,20
"california",91,22
"california",91,70
"california",91,27
"oregon",91,40
"california",91,38
"california",91,20
"oregon",85,19
"oregon",85,17
"california",85,25
"california",85,10
"california",84,24
"california",84,15
"california",84,12
"oregon",84,40
"california",84,65
"california",87,20
"california",87,20
"california",87,23
"california",87,NA
"oregon",87,20
"california",87,28
"california",87,26
"california",87,13
"california",87,24
"california",87,10
"california",86,45
"california",92,45
"california",92,60
"california",92,27
"california",92,90
"oregon",92,48
"california",92,64
"california",92,25
"california",92,35
"california",92,125
"california",92,22
"oregon",92,36
"california",92,25
"california",92,25
"oregon",92,35
"california",92,49
"california",88,48
"california",88,30
"california",88,25
"washington",88,25
"california",88,35
"new york",88,45
"california",88,35
"new york",88,30
"new york",88,35
"california",88,30
"washington",88,19
"washington",88,15
"washington",88,15
"california",88,39
"washington",86,18
"california",86,42
"california",86,18
"california",86,17
"california",86,52
"california",86,14
"california",86,28
"washington",86,13
"new york",86,22
"california",86,32
"california",86,29
"california",86,27
"california",86,20
"california",86,22
"california",86,42
"california",86,22
"california",86,125
"california",86,30
"california",86,18
"california",86,11
"california",86,17
"california",86,23
"california",86,27
"california",86,20
"california",86,40
"washington",89,24
"washington",89,30
"oregon",89,30
"washington",89,32
"oregon",89,16
"california",89,16
"california",89,18
"california",89,49
"oregon",89,56
"oregon",89,44
"california",89,29
"oregon",86,14
"oregon",86,45
"oregon",86,16
"california",86,22
"california",86,30
"california",86,22
"oregon",86,35
"california",91,40
"california",91,35
"oregon",91,23
"california",91,35
"california",91,30
"oregon",91,38
"california",91,64
"california",91,38
"california",91,16
"california",91,37
"oregon",91,55
"oregon",91,48
"california",91,34
"oregon",91,65
"california",91,48
"oregon",91,45
"oregon",91,48
"california",93,48
"california",93,85
"california",93,50
"washington",93,50
"california",93,61
"washington",93,25
"washington",93,32
"california",93,28
"oregon",86,35
"california",86,50
"oregon",86,16
"california",86,30
"oregon",86,14
"california",86,20
"california",86,12
"california",86,30
"california",84,15
"california",84,20
"california",84,10
"california",84,15
"california",84,12
"california",84,35
"california",84,10
"california",84,36
"oregon",84,18
"california",84,15
"oregon",92,45
"california",92,45
"california",92,135
"oregon",92,32
"oregon",92,55
"california",92,25
"california",92,75
"california",92,65
"california",92,42
"california",92,38
"california",92,90
"california",92,39
"california",92,40
"oregon",92,30
"oregon",92,85
"oregon",91,39
"new york",86,22
"california",86,32
"california",86,56
"california",86,NA
"california",86,16
"california",86,55
"california",86,23
"washington",86,13
"california",86,22
"california",86,13
"california",86,38
"california",86,40
"california",86,35
"washington",88,30
"california",88,30
"california",88,22
"california",88,28
"california",88,25
"california",88,25
"california",88,17
"new york",88,16
"california",88,50
"california",88,18
"california",88,28
"california",88,85
"new york",88,18
"california",86,14
"california",86,40
"california",86,17
"california",86,45
"oregon",86,25
"california",86,70
"california",86,40
"new york",89,17
"washington",89,50
"washington",89,60
"california",89,48
"new york",89,20
"oregon",89,24
"california",89,18
"oregon",89,24
"california",89,22
"new york",89,17
"new york",89,18
"washington",89,50
"oregon",89,NA
"california",86,30
"california",86,12
"oregon",86,28
"california",86,14
"california",86,26
"oregon",86,45
"california",86,65
"virginia",91,69
"oregon",91,26
"oregon",91,40
"california",91,55
"oregon",91,25
"california",91,29
"california",91,48
"california",91,38
"california",91,30
"california",91,34
"oregon",91,30
"oregon",91,10
"california",91,56
"california",91,72
"california",86,20
"california",86,33
"oregon",86,34
"california",86,70
"oregon",86,35
"california",86,40
"california",86,35
"california",86,47
"california",86,12
"california",84,36
"california",84,11
"california",84,23
"oregon",84,30
"california",84,23
"california",84,14
"california",84,10
"california",84,18
"oregon",84,19
"california",84,25
"oregon",84,12
"california",84,20
"oregon",84,60
"washington",93,65
"california",93,70
"california",93,32
"california",93,29
"california",93,100
"california",93,31
"california",93,45
"california",93,65
"california",93,35
"california",93,82
"california",93,42
"california",93,65
"california",93,100
"california",93,24
"washington",85,40
"washington",85,25
"california",85,25
"new york",85,20
"california",85,26
"idaho",85,32
"california",85,40
"california",85,16
"california",85,23
"california",85,20
"california",85,17
"california",85,30
"california",85,75
"california",85,25
"california",85,22
"california",91,42
"oregon",91,60
"california",91,75
"oregon",91,30
"california",91,24
"california",91,64
"california",91,60
"oregon",91,45
"oregon",91,65
"oregon",91,55
"california",91,36
"oregon",91,28
"california",91,38
"california",91,55
"oregon",91,65
"california",91,28
"oregon",91,40
"california",91,55
"california",91,60
"california",91,58
"california",91,48
"oregon",91,30
"california",91,48
"california",91,75
"california",91,32
"california",91,22
"california",91,31
"california",91,80
"california",91,40
"california",91,35
"california",88,13
"california",88,35
"california",88,60
"california",88,42
"california",88,26
"california",88,27
"washington",88,35
"california",88,30
"california",86,15
"california",86,30
"california",86,23
"oregon",86,28
"california",86,44
"california",86,19
"california",86,12
"california",86,12
"california",83,64
"california",83,20
"california",83,15
"california",83,17
"california",83,15
"california",83,13
"washington",92,30
"california",92,25
"california",92,20
"washington",92,40
"washington",92,16
"california",92,42
"washington",92,60
"california",92,23
"washington",92,65
"california",92,48
"california",92,58
"california",92,25
"idaho",85,19
"california",85,45
"new york",85,18
"new york",85,15
"california",85,16
"california",85,40
"california",85,28
"california",85,75
"california",85,65
"california",85,23
"california",84,40
"california",84,15
"washington",84,15
"california",84,25
"california",84,12
"california",84,25
"california",84,18
"california",84,29
"california",83,13
"virginia",83,29
"new mexico",83,18
"california",83,15
"california",83,39
"california",83,18
"virginia",83,15
"california",83,60
"virginia",83,23
"washington",86,15
"california",86,30
"oregon",86,35
"california",86,28
"california",86,26
"california",86,36
"california",86,25
"california",86,36
"washington",86,15
"oregon",86,55
"california",86,35
"washington",86,13
"california",86,18
"oregon",88,14
"oregon",88,38
"oregon",88,28
"oregon",88,35
"california",88,18
"oregon",88,32
"america",88,18
"california",88,10
"california",88,45
"oregon",88,38
"california",88,22
"oregon",88,48
"oregon",88,19
"california",88,40
"new york",84,22
"new york",84,22
"california",84,20
"california",84,30
"california",84,20
"california",84,39
"california",84,11
"california",84,26
"california",84,45
"california",83,13
"california",83,15
"california",83,17
"new york",83,24
"california",83,20
"oregon",86,15
"california",86,10
"california",86,21
"california",86,13
"california",86,38
"california",86,15
"california",86,13
"california",86,13
"california",85,16
"oregon",91,18
"california",91,42
"california",91,42
"california",91,30
"california",91,28
"california",91,24
"california",91,16
"california",91,32
"california",91,39
"oregon",91,16
"oregon",91,42
"oregon",91,22
"california",91,85
"oregon",91,65
"california",88,20
"california",88,20
"california",88,17
"california",88,19
"california",88,34
"new york",88,14
"new york",88,15
"oregon",88,40
"washington",88,19
"california",88,28
"california",88,26
"california",88,18
"california",88,15
"new york",88,15
"california",88,72
"california",88,48
"california",88,40
"new york",88,16
"new york",88,25
"california",83,10
"california",83,8
"california",83,9
"california",83,20
"california",83,18
"california",83,26
"california",82,13
"oregon",82,25
"california",82,7
"california",82,11
"california",82,22
"california",82,30
"washington",92,120
"washington",92,19
"california",92,24
"california",92,45
"california",92,45
"california",92,75
"california",92,42
"washington",92,60
"california",92,19
"california",92,26
"california",92,26
"washington",92,40
"washington",92,60
"california",92,15
"california",92,40
"california",85,65
"california",85,38
"california",85,14
"idaho",85,14
"washington",85,12
"new york",85,15
"california",84,54
"california",84,18
"california",86,48
"california",86,10
"washington",86,28
"california",86,18
"california",86,25
"california",86,11
"california",86,45
"california",86,11
"oregon",86,55
"california",86,32
"oregon",86,45
"california",86,20
"washington",86,13
"california",83,20
"new mexico",83,36
"california",83,11
"california",83,20
"california",83,30
"california",83,11
"california",83,15
"virginia",83,17
"virginia",83,18
"california",83,9
"california",82,15
"missouri",82,25
"california",82,42
"california",82,10
"california",82,34
"california",82,10
"california",82,12
"california",82,14
"california",83,32
"california",83,20
"new york",83,12
"california",83,11
"california",83,10
"california",83,39
"washington",83,12
"california",83,25
"california",82,20
"california",82,18
"california",82,28
"california",82,22
"california",88,18
"oregon",88,50
"california",88,35
"oregon",88,40
"oregon",88,20
"oregon",88,20
"california",88,30
"california",88,20
"california",88,20
"california",88,17
"california",88,79
"washington",88,15
"washington",88,31
"new york",88,20
"washington",88,35
"new york",88,16
"california",88,42
"california",88,39
"washington",88,22
"california",88,68
"california",88,40
"oregon",88,40
"california",88,21
"california",85,16
"california",85,12
"california",85,28
"california",85,10
"california",85,NA
"oregon",85,17
"california",85,18
"california",85,24
"oregon",85,20
"california",85,165
"california",85,12
"california",85,12
"california",91,32
"california",90,48
"california",90,65
"oregon",90,24
"oregon",90,15
"california",90,35
"california",90,20
"california",90,65
"california",90,80
"oregon",90,32
"california",90,22
"oregon",90,40
"california",90,14
"california",90,65
"california",90,75
"california",90,18
"california",90,44
"california",84,24
"california",84,28
"california",84,48
"california",84,17
"california",84,48
"california",84,18
"california",84,25
"california",84,35
"california",84,23
"california",84,25
"washington",84,22
"california",84,40
"california",81,22
"california",81,18
"california",81,13
"california",80,18
"california",98,69
"california",97,65
"california",96,65
"california",96,75
"california",96,65
"california",95,75
"california",95,44
"california",92,24
"california",92,31
"washington",92,30
"washington",92,60
"washington",92,38
"washington",92,30
"washington",92,30
"washington",92,32
"washington",92,35
"washington",92,55
"washington",92,28
"california",85,12
"california",85,23
"california",85,16
"california",85,19
"california",85,30
"california",85,25
"california",85,20
"california",85,32
"california",85,25
"california",85,65
"california",85,16
"california",85,67
"california",85,20
"california",85,15
"california",85,23
"washington",88,25
"oregon",88,34
"oregon",88,24
"california",88,32
"washington",88,22
"oregon",88,36
"california",88,38
"washington",88,80
"california",88,150
"california",88,55
"california",88,79
"california",86,45
"california",86,30
"oregon",86,20
"california",86,30
"california",86,18
"california",86,60
"california",86,24
"california",86,55
"california",86,22
"oregon",86,22
"washington",86,12
"california",86,18
"virginia",82,24
"california",82,30
"california",82,18
"california",82,25
"missouri",82,12
"california",82,30
"california",82,18
"california",82,20
"california",82,11
"california",82,21
"virginia",82,16
"california",82,20
"california",82,16
"missouri",82,28
"california",82,18
"california",82,25
"virginia",81,18
"washington",81,14
"california",81,11
"california",81,20
"missouri",81,7
"california",88,26
"california",88,60
"california",88,50
"virginia",88,22
"california",88,22
"california",88,29
"california",87,24
"virginia",87,40
"oregon",87,26
"california",82,34
"california",82,27
"california",82,14
"california",82,26
"new york",82,20
"california",82,20
"california",82,35
"california",82,18
"california",82,18
"california",82,15
"california",82,19
"california",82,8
"california",82,11
"washington",82,13
"california",81,29
"california",81,42
"california",81,22
"california",81,44
"california",81,42
"california",90,45
"california",90,45
"california",90,40
"california",90,22
"oregon",90,17
"oregon",90,36
"oregon",90,35
"california",90,30
"california",90,65
"california",83,28
"california",83,42
"california",83,25
"california",83,24
"washington",83,22
"idaho",83,18
"california",83,13
"california",83,40
"california",83,45
"california",83,25
"california",83,25
"california",83,60
"california",83,20
"idaho",83,12
"idaho",83,16
"washington",82,20
"california",82,25
"california",82,25
"california",95,185
"california",95,75
"washington",95,85
"california",95,52
"california",95,50
"california",94,50
"california",94,50
"california",94,40
"california",94,40
"california",94,54
"california",94,50
"california",94,55
"california",94,49
"california",92,55
"california",92,20
"california",92,40
"washington",92,30
"washington",91,32
"california",91,42
"california",91,20
"california",91,95
"washington",91,30
"california",91,40
"washington",91,52
"california",91,20
"california",91,42
"california",91,24
"washington",91,30
"california",90,14
"california",90,65
"california",90,18
"california",90,75
"california",90,44
"california",90,14
"oregon",90,32
"california",90,38
"california",90,25
"california",85,15
"oregon",85,10
"oregon",85,42
"oregon",85,25
"california",85,23
"oregon",85,38
"california",85,36
"california",84,24
"california",84,20
"california",88,150
"california",88,55
"california",88,79
"new york",88,15
"california",88,60
"california",88,24
"california",88,38
"california",88,47
"california",88,22
"washington",88,NA
"california",88,120
"california",86,24
"california",86,38
"california",86,36
"california",86,60
"california",86,60
"california",86,55
"california",86,18
"california",86,45
"california",86,21
"oregon",86,15
"california",86,22
"oregon",86,32
"virginia",87,24
"virginia",87,30
"oregon",87,25
"oregon",87,16
"california",87,35
"oregon",87,55
"california",87,16
"california",87,27
"california",87,27
"california",80,22
"california",97,70
"california",97,95
"washington",96,60
"california",96,82
"washington",96,100
"california",81,30
"california",81,16
"california",80,15
"california",80,25
"california",80,16
"california",97,125
"california",95,39
"california",95,57
"california",95,50
"california",95,70
"california",95,57
"california",94,59
"california",94,65
"california",94,54
"california",94,100
"california",94,130
"california",90,38
"oregon",90,32
"california",90,25
"california",90,28
"california",90,38
"california",90,25
"oregon",90,55
"california",90,59
"california",90,75
"california",90,40
"california",90,50
"california",90,35
"california",90,80
"idaho",82,10
"washington",82,10
"idaho",80,16
"oregon",96,100
"california",96,60
"california",95,65
"california",95,28
"california",84,45
"california",84,11
"california",94,42
"california",94,98
"california",94,50
"california",94,49
"california",94,100
"washington",94,99
"california",94,39
"california",94,40
"california",94,90
"california",94,35
"california",94,75
"california",94,39
"washington",94,40
"california",94,70
"california",93,36
"california",93,44
"washington",93,52
"california",93,50
"california",93,55
"washington",91,50
"california",91,38
"washington",91,NA
"washington",91,22
"california",91,49
"california",91,36
"california",91,30
"california",91,39
"california",91,45
"california",91,25
"washington",91,25
"california",91,20
"california",91,20
"oregon",88,70
"california",88,22
"california",88,25
"new york",88,35
"washington",88,65
"california",88,19
"new york",88,15
"washington",88,30
"washington",88,8
"california",88,52
"california",88,45
"california",88,NA
"washington",88,55
"oregon",88,50
"california",88,40
"california",86,39
"california",86,40
"california",85,40
"washington",85,16
"california",85,10
"california",85,8
"california",85,22
"washington",85,11
"california",85,24
"california",95,175
"california",95,65
"california",95,75
"california",95,80
"oregon",94,42
"washington",94,60
"california",94,52
"california",94,70
"california",94,75
"california",94,55
"california",94,50
"california",94,100
"california",94,80
"california",94,75
"california",94,54
"california",94,115
"california",93,106
"california",93,48
"california",93,30
"oregon",87,22
"california",87,22
"oregon",87,22
"california",87,68
"california",87,16
"california",87,22
"virginia",87,50
"virginia",87,25
"california",87,15
"california",87,45
"california",87,34
"california",87,25
"oregon",95,55
"oregon",95,35
"oregon",95,60
"oregon",94,58
"oregon",94,90
"california",88,22
"washington",88,NA
"california",88,120
"oregon",88,70
"california",88,22
"california",88,25
"california",88,40
"california",88,35
"california",88,12
"california",88,75
"california",88,42
"california",88,52
"washington",88,60
"california",88,16
"california",88,20
"california",88,22
"california",88,35
"new york",88,28
"california",90,72
"california",90,50
"california",90,38
"california",90,22
"california",90,14
"oregon",90,48
"california",90,45
"california",90,60
"oregon",90,14
"california",90,45
"oregon",90,52
"oregon",90,12
"california",90,56
"california",84,8
"oregon",84,20
"california",84,24
"california",84,18
"california",84,64
"oregon",84,26
"california",83,55
"oregon",83,28
"california",93,36
"california",93,46
"california",93,60
"california",93,38
"california",93,78
"california",93,48
"california",93,54
"california",93,26
"california",93,55
"washington",93,42
"california",93,24
"california",93,20
"california",93,60
"california",93,42
"california",93,36
"washington",93,50
"washington",93,50
"california",93,54
"washington",91,25
"washington",91,30
"california",91,24
"washington",91,24
"washington",91,28
"california",91,42
"california",91,25
"washington",91,20
"california",91,52
"washington",91,35
"california",91,20
"washington",91,45
"california",91,27
"washington",91,25
"oregon",85,20
"washington",85,28
"california",85,12
"california",85,30
"california",85,80
"california",85,25
"washington",85,10
"california",85,8
"california",85,14
"california",85,32
"washington",85,15
"california",94,75
"california",94,70
"california",94,65
"california",94,58
"oregon",94,56
"california",87,13
"oregon",87,28
"california",87,35
"oregon",87,16
"california",87,18
"california",87,45
"oregon",87,25
"oregon",87,30
"california",87,15
"virginia",87,20
"oregon",87,28
"california",87,45
"california",93,44
"california",93,39
"california",93,32
"california",93,52
"california",93,39
"california",93,79
"california",93,55
"california",93,39
"california",93,41
"california",93,59
"california",94,68
"oregon",94,45
"oregon",94,60
"oregon",94,75
"oregon",94,48
"oregon",94,55
"california",94,38
"california",94,45
"california",94,38
"oregon",94,45
"oregon",94,30
"california",88,20
"california",88,22
"california",88,35
"oregon",88,20
"california",88,38
"new york",88,18
"california",88,26
"california",88,28
"washington",88,30
"oregon",88,18
"california",88,34
"oregon",88,22
"washington",88,28
"washington",88,22
"california",88,32
"new york",88,14
"california",88,NA
"california",88,28
"california",90,30
"california",90,35
"california",90,35
"california",90,80
"oregon",90,17
"california",90,40
"california",90,35
"california",90,48
"oregon",83,28
"california",83,16
"california",83,10
"oregon",83,28
"oregon",83,14
"california",83,13
"california",83,18
"california",83,15
"california",83,15
"california",82,40
"oregon",82,32
"california",82,30
"california",82,14
"california",82,25
"washington",93,42
"california",93,50
"california",93,22
"california",93,60
"washington",93,35
"washington",93,32
"washington",93,32
"california",93,65
"california",93,74
"california",93,55
"california",93,39
"california",93,82
"california",93,84
"california",93,50
"california",93,52
"washington",91,18
"california",91,28
"washington",91,55
"washington",91,35
"california",91,22
"washington",91,16
"california",91,20
"california",91,22
"california",91,32
"california",91,32
"washington",91,50
"california",91,99
"washington",91,22
"washington",91,29
"washington",85,15
"california",85,36
"california",85,30
"california",85,40
"california",85,15
"california",85,25
"oregon",85,20
"california",85,36
"california",85,15
"california",85,28
"california",85,42
"california",85,22
"california",85,15
"california",93,60
"california",93,75
"oregon",93,30
"california",93,30
"california",93,65
"california",93,50
"california",93,100
"oregon",93,38
"california",93,70
"california",93,52
"california",93,70
"california",87,30
"oregon",87,29
"california",87,40
"oregon",87,34
"california",87,24
"california",87,28
"california",87,24
"oregon",87,29
"california",87,18
"california",87,35
"california",92,36
"oregon",92,18
"california",92,65
"california",92,100
"california",92,70
"california",92,32
"california",92,59
"california",92,150
"oregon",88,48
"california",88,35
"california",88,NA
"washington",88,19
"california",88,45
"new york",88,35
"new york",88,25
"washington",88,12
"washington",88,40
"new york",88,28
"california",88,26
"california",88,62
"california",88,22
"california",88,39
"california",88,24
"california",88,40
"new york",88,16
"california",94,60
"california",94,58
"oregon",94,105
"oregon",94,65
"oregon",94,86
"california",94,60
"california",94,44
"california",94,62
"oregon",94,85
"oregon",94,90
"california",90,45
"california",90,40
"oregon",90,18
"california",90,34
"california",90,35
"california",90,49
"america",90,15
"oregon",90,26
"california",90,15
"oregon",90,55
"california",90,25
"california",90,22
"california",90,19
"oregon",90,18
"california",90,30
"oregon",90,27
"oregon",82,35
"oregon",82,28
"california",81,17
"california",81,11
"california",96,150
"california",95,85
"california",95,199
"california",95,45
"california",95,82
"california",93,34
"california",92,60
"washington",92,26
"california",92,27
"washington",92,60
"california",92,38
"california",92,40
"washington",92,48
"california",92,100
"california",92,48
"california",92,60
"california",92,45
"washington",92,65
"california",91,32
"new york",91,16
"california",91,30
"washington",91,35
"washington",91,15
"washington",91,18
"washington",91,40
"washington",91,18
"california",91,62
"washington",91,39
"california",91,25
"california",91,29
"new york",91,19
"california",85,15
"california",85,24
"california",85,14
"washington",85,10
"oregon",85,50
"california",85,24
"california",85,17
"california",85,45
"california",85,26
"california",85,19
"california",85,26
"california",85,28
"washington",85,42
"oregon",85,20
"california",85,15
"oregon",85,28
"california",93,70
"california",93,47
"oregon",93,50
"california",93,44
"oregon",93,65
"oregon",93,48
"california",92,65
"california",92,40
"california",87,28
